timestamp,worker_id,class_name,confidence,x1,y1,x2,y2,snapshot_path
2025-11-17 18:06:06,P_1,NO-Safety Vest,0.74,10,180,639,479,snapshots/snap_20251117_180606_000659.jpg
2025-11-17 18:06:06,,NO-Hardhat,0.6,173,0,617,141,snapshots/snap_20251117_180606_009719.jpg
2025-11-17 18:06:06,P_1,NO-Safety Vest,0.73,7,201,640,479,snapshots/snap_20251117_180606_415032.jpg
2025-11-17 18:06:06,P_1,NO-Safety Vest,0.66,6,192,640,479,snapshots/snap_20251117_180606_850570.jpg
2025-11-17 18:10:19,P_2,NO-Safety Vest,0.5,1613,445,1683,601,snapshots/snap_20251117_181019_031947.jpg
2025-11-17 18:10:19,P_2,NO-Safety Vest,0.5,1613,444,1682,602,snapshots/snap_20251117_181019_592101.jpg
2025-11-17 18:10:20,P_2,NO-Safety Vest,0.54,1613,443,1683,597,snapshots/snap_20251117_181020_102315.jpg
2025-11-17 18:11:30,P_2,NO-Safety Vest,0.5,1613,445,1683,601,snapshots/snap_20251117_181130_511403.jpg
2025-11-17 18:11:31,P_2,NO-Safety Vest,0.5,1613,444,1682,602,snapshots/snap_20251117_181131_084178.jpg
2025-11-17 18:11:31,P_2,NO-Safety Vest,0.54,1613,443,1683,597,snapshots/snap_20251117_181131_624217.jpg
2025-11-17 18:11:46,P_2,NO-Safety Vest,0.5,1613,445,1683,601,snapshots/snap_20251117_181146_848418.jpg
2025-11-17 18:11:47,P_2,NO-Safety Vest,0.5,1613,444,1682,602,snapshots/snap_20251117_181147_441092.jpg
2025-11-17 18:11:48,P_2,NO-Safety Vest,0.54,1613,443,1683,597,snapshots/snap_20251117_181147_969611.jpg
2025-11-17 18:11:54,P_2,NO-Safety Vest,0.5,1613,445,1683,601,snapshots/snap_20251117_181154_912587.jpg
2025-11-17 18:11:55,P_2,NO-Safety Vest,0.5,1613,444,1682,602,snapshots/snap_20251117_181155_520845.jpg
2025-11-17 18:11:56,P_2,NO-Safety Vest,0.54,1613,443,1683,597,snapshots/snap_20251117_181156_065720.jpg
2025-11-17 18:17:35,,NO-Hardhat,0.84,295,17,531,154,snapshots/snap_20251117_181735_217587.jpg
2025-11-17 18:17:35,P_1,NO-Safety Vest,0.59,100,65,322,373,snapshots/snap_20251117_181735_227839.jpg
2025-11-17 18:17:35,,NO-Hardhat,0.82,296,13,532,156,snapshots/snap_20251117_181735_579502.jpg
2025-11-17 18:17:35,,NO-Hardhat,0.63,13,296,445,480,snapshots/snap_20251117_181735_584876.jpg
2025-11-17 18:17:35,,NO-Hardhat,0.76,293,10,528,157,snapshots/snap_20251117_181735_948026.jpg
2025-11-17 18:17:36,,NO-Hardhat,0.77,296,13,529,154,snapshots/snap_20251117_181736_447711.jpg
2025-11-17 18:17:36,,NO-Hardhat,0.79,292,8,532,151,snapshots/snap_20251117_181736_907717.jpg
2025-11-17 18:17:37,,NO-Hardhat,0.77,290,14,541,160,snapshots/snap_20251117_181737_288523.jpg
2025-11-17 18:17:37,,NO-Hardhat,0.79,285,18,533,160,snapshots/snap_20251117_181737_789537.jpg
2025-11-17 18:17:38,,NO-Hardhat,0.78,284,14,524,162,snapshots/snap_20251117_181738_191635.jpg
2025-11-17 18:17:38,,NO-Hardhat,0.78,285,13,529,161,snapshots/snap_20251117_181738_623834.jpg
2025-11-17 18:17:39,,NO-Hardhat,0.77,281,12,518,154,snapshots/snap_20251117_181739_071252.jpg
2025-11-17 18:17:39,,NO-Hardhat,0.79,283,12,519,158,snapshots/snap_20251117_181739_451232.jpg
2025-11-17 18:17:39,P_1,NO-Safety Vest,0.53,95,64,304,358,snapshots/snap_20251117_181739_460729.jpg
2025-11-17 18:17:39,,NO-Hardhat,0.73,285,14,537,156,snapshots/snap_20251117_181739_875266.jpg
2025-11-17 18:17:40,,NO-Hardhat,0.8,285,20,526,164,snapshots/snap_20251117_181740_377570.jpg
2025-11-17 18:17:40,,NO-Hardhat,0.79,286,15,506,165,snapshots/snap_20251117_181740_752620.jpg
2025-11-17 18:17:41,,NO-Hardhat,0.83,284,16,520,170,snapshots/snap_20251117_181741_156785.jpg
2025-11-17 18:17:41,,NO-Hardhat,0.8,279,13,519,173,snapshots/snap_20251117_181741_735537.jpg
2025-11-17 18:17:42,,NO-Hardhat,0.81,272,12,540,176,snapshots/snap_20251117_181742_151792.jpg
2025-11-17 18:17:42,,NO-Hardhat,0.83,272,16,526,173,snapshots/snap_20251117_181742_537683.jpg
2025-11-17 18:17:43,,NO-Hardhat,0.85,271,18,526,178,snapshots/snap_20251117_181743_003998.jpg
2025-11-17 18:17:43,,NO-Hardhat,0.84,265,17,527,177,snapshots/snap_20251117_181743_354980.jpg
2025-11-17 18:17:43,,NO-Hardhat,0.85,264,13,525,174,snapshots/snap_20251117_181743_760112.jpg
2025-11-17 18:17:44,,NO-Hardhat,0.85,263,8,527,176,snapshots/snap_20251117_181744_200495.jpg
2025-11-17 18:17:44,,NO-Hardhat,0.84,264,17,524,176,snapshots/snap_20251117_181744_575176.jpg
2025-11-17 18:17:44,,NO-Hardhat,0.84,262,18,538,181,snapshots/snap_20251117_181744_951170.jpg
2025-11-17 18:17:45,,NO-Hardhat,0.85,263,19,525,178,snapshots/snap_20251117_181745_504749.jpg
2025-11-17 18:17:45,,NO-Hardhat,0.86,264,14,526,179,snapshots/snap_20251117_181745_873855.jpg
2025-11-17 18:17:46,,NO-Hardhat,0.85,263,11,538,178,snapshots/snap_20251117_181746_287155.jpg
2025-11-17 18:17:46,,NO-Hardhat,0.87,263,12,523,176,snapshots/snap_20251117_181746_769852.jpg
2025-11-17 18:17:47,,NO-Hardhat,0.85,262,16,524,177,snapshots/snap_20251117_181747_188215.jpg
2025-11-17 18:17:47,,NO-Hardhat,0.87,263,18,532,181,snapshots/snap_20251117_181747_550551.jpg
2025-11-17 18:17:48,,NO-Hardhat,0.87,263,17,531,181,snapshots/snap_20251117_181748_040462.jpg
2025-11-17 18:17:48,,NO-Hardhat,0.87,261,15,527,178,snapshots/snap_20251117_181748_423334.jpg
2025-11-17 18:17:48,,NO-Hardhat,0.86,261,11,530,172,snapshots/snap_20251117_181748_884145.jpg
